Course_ID,Course_Name,Course_Type,Delivery_Mode,Class_Size,Difficulty_Rating,Instructor_ID,Instructor_Tenure,Instructor_Field,Student_ID,Year,Enrollment_Status,Overall_GPA,Grade_in_Course,Feedback_Text,Date_Submitted,Numeric_Rating_Instructor,Numeric_Rating_Course,Overall_Satisfaction,Cleaned_Feedback,Tokens,Tokens_NoStop,Lemmas,VADER_Scores,neg,neu,pos,compound,Sentiment_Label
CSE491,Automated discrete attitude,Seminar,In-Person,27.0,2.0,I1052,Yes,Biology,S41515,Senior,Full-time,2.62,B,The professor was very engaging and the course material was clear. Needs improvement.,2025-02-24,5.0,3.0,3.0,the professor was very engaging and the course material was clear needs improvement,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear', 'needs', 'improvement']","['professor', 'engaging', 'course', 'material', 'clear', 'needs', 'improvement']","['professor', 'engage', 'course', 'material', 'clear', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.807}",0.0,0.547,0.453,0.807,Positive
CSE405,Up-sized responsive Graphic Interface,Lecture,In-Person,82.0,4.0,I6530,Yes,History,S96477,Senior,Part-time,2.47,C,"I enjoyed the group projects, but the exams were too difficult. Would recommend.",2024-11-21,3.0,2.0,3.0,i enjoyed the group projects but the exams were too difficult would recommend,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'would', 'recommend']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'recommend']","['enjoy', 'group', 'project', 'exam', 'difficult', 'recommend']","{'neg': 0.184, 'neu': 0.51, 'pos': 0.306, 'compound': 0.2846}",0.184,0.51,0.306,0.2846,Positive
CSE391,Team-oriented background budgetary management,Lab,In-Person,47.0,4.0,I2620,Yes,Psychology,S19211,Junior,Part-time,3.07,C,"The professor was great, but the content was hard to follow.",2024-12-27,3.0,4.0,5.0,the professor was great but the content was hard to follow,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","{'neg': 0.122, 'neu': 0.684, 'pos': 0.194, 'compound': 0.2382}",0.122,0.684,0.194,0.2382,Positive
CSE403,Re-engineered attitude-oriented migration,Lab,Online,94.0,5.0,I5567,Yes,History,S26362,Junior,Full-time,2.13,F,"Class discussions were lively, but the resading were excessive. Overall, decent.",2024-11-20,1.0,5.0,5.0,class discussions were lively but the resading were excessive overall decent,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'resading', 'were', 'excessive', 'overall', 'decent']","['class', 'discussions', 'lively', 'resading', 'excessive', 'overall', 'decent']","['class', 'discussion', 'lively', 'resade', 'excessive', 'overall', 'decent']","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.2382}",0.0,0.837,0.163,0.2382,Positive
CSE218,Persevering logistical installation,Seminar,In-Person,38.0,2.0,I8103,Yes,Computer Science,S34710,Sophomore,Part-time,3.51,D,Poor structure and lack of feedback made this class difficult. Challenging but fair.,2025-03-18,2.0,1.0,4.0,poor structure and lack of feedback made this class difficult challenging but fair,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult', 'challenging', 'but', 'fair']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'challenging', 'fair']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'challenge', 'fair']","{'neg': 0.308, 'neu': 0.452, 'pos': 0.24, 'compound': -0.0516}",0.308,0.452,0.24,-0.0516,Negative
CSE272,Up-sized transitional focus group,Lab,In-Person,88.0,3.0,I3193,Yes,Mathematics,S23931,Junior,Full-time,3.59,B,I liked the assignments but found the lescture boring. Not bad.,2024-10-31,2.0,4.0,4.0,i liked the assignments but found the lescture boring not bad,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lescture', 'boring', 'not', 'bad']","['liked', 'assignments', 'found', 'lescture', 'boring', 'bad']","['like', 'assignment', 'find', 'lescture', 'boring', 'bad']","{'neg': 0.189, 'neu': 0.448, 'pos': 0.363, 'compound': 0.4069}",0.189,0.448,0.363,0.4069,Positive
CSE403,Inverse exuding ability,Lab,In-Person,85.0,2.0,I6170,No,History,S43590,Junior,Full-time,3.69,B,"I enjoyed the group projects, but the exams were too difficult. Overall, decent.",2024-10-29,1.0,3.0,3.0,i enjoyed the group projects but the exams were too difficult overall decent,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'overall', 'decent']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'overall', 'decent']","['enjoy', 'group', 'project', 'exam', 'difficult', 'overall', 'decent']","{'neg': 0.211, 'neu': 0.649, 'pos': 0.14, 'compound': -0.2732}",0.211,0.649,0.14,-0.2732,Negative
CSE214,Function-based static complexity,Lecture,In-Person,71.0,5.0,I1696,No,Biology,S63531,Senior,Part-time,3.33,F,Instructor was knowledgeable but not very approachable.,2024-11-09,5.0,5.0,5.0,instructor was knowledgeable but not very approachable,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable']","['instructor', 'knowledgeable', 'approachable']","['instructor', 'knowledgeable', 'approachable']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE204,Proactive motivating forecast,Lab,Online,41.0,2.0,I4838,No,History,S97461,Junior,Part-time,3.41,C,"The professor was great, but the content was hard to follow. Would recommend.",2024-11-27,5.0,1.0,3.0,the professor was great but the content was hard to follow would recommend,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow', 'would', 'recommend']","['professor', 'great', 'content', 'hard', 'follow', 'recommend']","['professor', 'great', 'content', 'hard', 'follow', 'recommend']","{'neg': 0.092, 'neu': 0.575, 'pos': 0.333, 'compound': 0.6369}",0.092,0.575,0.333,0.6369,Positive
CSE337,Re-contextualized content-based secured line,Lab,Online,45.0,5.0,I2601,No,Mathematics,S66642,Junior,Full-time,2.06,A,"Lectures lacked structure, making it hard to follow. Needs improvement.",2025-03-01,1.0,3.0,3.0,lectures lacked structure making it hard to follow needs improvement,"['lectures', 'lacked', 'structure', 'making', 'it', 'hard', 'to', 'follow', 'needs', 'improvement']","['lectures', 'lacked', 'structure', 'making', 'hard', 'follow', 'needs', 'improvement']","['lecture', 'lack', 'structure', 'make', 'hard', 'follow', 'need', 'improvement']","{'neg': 0.113, 'neu': 0.645, 'pos': 0.242, 'compound': 0.3818}",0.113,0.645,0.242,0.3818,Positive
CSE158,Reactive optimal time-frame,Lab,Online,89.0,3.0,I6991,Yes,Biology,S47722,Senior,Full-time,3.32,A,"Lectures lacked structure, making it hard to follow. Very practical.",2025-02-27,1.0,2.0,5.0,lectures lacked structure making it hard to follow very practical,"['lectures', 'lacked', 'structure', 'making', 'it', 'hard', 'to', 'follow', 'very', 'practical']","['lectures', 'lacked', 'structure', 'making', 'hard', 'follow', 'practical']","['lecture', 'lack', 'structure', 'make', 'hard', 'follow', 'practical']","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",0.135,0.865,0.0,-0.1027,Negative
CSE345,Realigned 24/7 forecast,Lab,Online,66.0,5.0,I1116,Yes,Computer Science,S33269,Freshman,Part-time,2.51,B,I liked the assignments but found the lectures boring. Would recommend.,2024-12-15,1.0,2.0,4.0,i liked the assignments but found the lectures boring would recommend,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring', 'would', 'recommend']","['liked', 'assignments', 'found', 'lectures', 'boring', 'recommend']","['like', 'assignment', 'find', 'lecture', 'boring', 'recommend']","{'neg': 0.195, 'neu': 0.464, 'pos': 0.341, 'compound': 0.296}",0.195,0.464,0.341,0.296,Positive
CSE469,Optional analyzing interface,Seminar,Hybrid,26.0,5.0,I6394,Yes,History,S97716,Junior,Part-time,3.91,A,Instructor was knowledgeable but not very approachable. Could be better.,2025-01-24,1.0,4.0,4.0,instructor was knowledgeable but not very approachable could be better,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'could', 'be', 'better']","['instructor', 'knowledgeable', 'approachable', 'better']","['instructor', 'knowledgeable', 'approachable', 'well']","{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.5927}",0.0,0.7,0.3,0.5927,Positive
CSE227,Persevering local archive,Lecture,In-Person,58.0,2.0,I3842,Yes,Computer Science,S99700,Senior,Full-time,3.74,C,"The class was okay. Some parts weer good, others not so much. Very practical.",2024-10-25,5.0,3.0,2.0,the class was okay some parts weer good others not so much very practical,"['the', 'class', 'was', 'okay', 'some', 'parts', 'weer', 'good', 'others', 'not', 'so', 'much', 'very', 'practical']","['class', 'okay', 'parts', 'weer', 'good', 'practical']","['class', 'okay', 'part', 'weer', 'good', 'practical']","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5859}",0.0,0.714,0.286,0.5859,Positive
CSE331,Customer-focused high-level matrices,Lab,Online,29.0,1.0,I6389,No,Psychology,S17171,Freshman,Full-time,2.14,D,"The course content was fair, but nothing stood out.",2024-11-23,5.0,5.0,2.0,the course content was fair but nothing stood out,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out']","['course', 'content', 'fair', 'stood']","['course', 'content', 'fair', 'stand']","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.1655}",0.0,0.829,0.171,0.1655,Positive
CSE407,Customizable didactic policy,Lecture,In-Person,21.0,3.0,I1045,Yes,Computer Science,S48037,Sophomore,Full-time,2.87,C,"It was an average experience—not too hard, not too easy. Very practical.",2025-01-03,2.0,3.0,3.0,it was an average experience—not too hard not too easy very practical,"['it', 'was', 'an', 'average', 'experience', '—', 'not', 'too', 'hard', 'not', 'too', 'easy', 'very', 'practical']","['average', 'experience', '—', 'hard', 'easy', 'practical']","['average', 'experience', 'hard', 'easy', 'practical']","{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.4226}",0.276,0.724,0.0,-0.4226,Negative
CSE103,Operative responsive complexity,Lecture,In-Person,21.0,3.0,I4032,No,Biology,S79867,Senior,Full-time,2.08,C,The professor explained cosncept clearly and was always available for help. Could be better.,2024-11-27,4.0,1.0,5.0,the professor explained cosncept clearly and was always available for help could be better,"['the', 'professor', 'explained', 'cosncept', 'clearly', 'and', 'was', 'always', 'available', 'for', 'help', 'could', 'be', 'better']","['professor', 'explained', 'cosncept', 'clearly', 'available', 'help', 'better']","['professor', 'explain', 'cosncept', 'clearly', 'available', 'help', 'well']","{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8074}",0.0,0.57,0.43,0.8074,Positive
CSE173,Reverse-engineered mobile help-desk,Lecture,In-Person,83.0,2.0,I1689,No,History,S77278,Senior,Part-time,2.25,D,The professor was very engaging and the course material was clear.,2025-02-14,1.0,2.0,5.0,the professor was very engaging and the course material was clear,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear']","['professor', 'engaging', 'course', 'material', 'clear']","['professor', 'engage', 'course', 'material', 'clear']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6478}",0.0,0.63,0.37,0.6478,Positive
CSE388,Enhanced explicit hierarchy,Seminar,Online,46.0,4.0,I9878,Yes,Psychology,S95191,Freshman,Part-time,2.07,C,"Class discussions were lively, but the readings were excessive.",2024-10-03,4.0,3.0,1.0,class discussions were lively but the readings were excessive,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive']","['class', 'discussions', 'lively', 'readings', 'excessive']","['class', 'discussion', 'lively', 'reading', 'excessive']","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.2382}",0.0,0.804,0.196,0.2382,Positive
CSE109,Up-sized coherent project,Seminar,Hybrid,47.0,1.0,I3351,No,Biology,S95405,Sophomore,Part-time,2.21,D,Poor structure and lack of feedback made this class difficult. Satisfactory.,2024-11-15,4.0,5.0,5.0,poor structure and lack of feedback made this class difficult satisfactory,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult', 'satisfactory']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'satisfactory']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'satisfactory']","{'neg': 0.454, 'neu': 0.402, 'pos': 0.144, 'compound': -0.6597}",0.454,0.402,0.144,-0.6597,Negative
CSE276,Exclusive systematic pricing structure,Lab,Hybrid,66.0,4.0,I8045,No,Psychology,S83969,Sophomore,Full-time,3.54,A,"Assignments were helpful, though sometimes poorly ti.med Overall, decent.",2024-10-18,5.0,3.0,2.0,assignments were helpful though sometimes poorly timed overall decent,"['assignments', 'were', 'helpful', 'though', 'sometimes', 'poorly', 'timed', 'overall', 'decent']","['assignments', 'helpful', 'poorly', 'timed', 'overall', 'decent']","['assignment', 'helpful', 'poorly', 'time', 'overall', 'decent']","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.0,0.741,0.259,0.4215,Positive
CSE449,Down-sized empowering workforce,Seminar,In-Person,66.0,4.0,I1405,No,Biology,S37711,Sophomore,Full-time,2.33,A,I liked the assignments but found the lectures boring.,2025-01-27,4.0,1.0,1.0,i liked the assignments but found the lectures boring,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring']","['liked', 'assignments', 'found', 'lectures', 'boring']","['like', 'assignment', 'find', 'lecture', 'boring']","{'neg': 0.272, 'neu': 0.553, 'pos': 0.175, 'compound': -0.2617}",0.272,0.553,0.175,-0.2617,Negative
CSE419,Visionary next generation analyzer,Lab,In-Person,69.0,5.0,I6029,Yes,Psychology,S51266,Freshman,Full-time,2.02,F,"The class was okay. Some parts were good, others not so much. Needs improvement.",2025-03-21,5.0,4.0,1.0,the class was okay some parts were good others not so much needs improvement,"['the', 'class', 'was', 'okay', 'some', 'parts', 'were', 'good', 'others', 'not', 'so', 'much', 'needs', 'improvement']","['class', 'okay', 'parts', 'good', 'needs', 'improvement']","['class', 'okay', 'part', 'good', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.7943}",0.0,0.577,0.423,0.7943,Positive
CSE384,Face-to-face directional algorithm,Lab,Hybrid,58.0,4.0,I5942,Yes,Psychology,S34662,Junior,Full-time,3.14,F,"Assignments were helpful, though sosmetime poorly timed. Needs improvement.",2024-11-09,2.0,4.0,1.0,assignments were helpful though sosmetime poorly timed needs improvement,"['assignments', 'were', 'helpful', 'though', 'sosmetime', 'poorly', 'timed', 'needs', 'improvement']","['assignments', 'helpful', 'sosmetime', 'poorly', 'timed', 'needs', 'improvement']","['assignment', 'helpful', 'sosmetime', 'poorly', 'time', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",0.0,0.547,0.453,0.7003,Positive
CSE182,Secured holistic matrices,Lab,Hybrid,48.0,2.0,I1458,Yes,Psychology,S18723,Junior,Part-time,3.04,F,"I enjoyed the group projects, but the exams were too difficult. Overall, decent.",2025-03-01,1.0,3.0,2.0,i enjoyed the group projects but the exams were too difficult overall decent,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'overall', 'decent']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'overall', 'decent']","['enjoy', 'group', 'project', 'exam', 'difficult', 'overall', 'decent']","{'neg': 0.211, 'neu': 0.649, 'pos': 0.14, 'compound': -0.2732}",0.211,0.649,0.14,-0.2732,Negative
CSE195,Pre-emptive transitional protocol,Seminar,Hybrid,93.0,2.0,I8635,Yes,Mathematics,S62665,Sophomore,Part-time,3.31,A,There were highs and lows throughout the semester.,2025-02-03,3.0,3.0,1.0,there were highs and lows throughout the semester,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester']","['highs', 'lows', 'semester']","['highs', 'lows', 'semester']","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",0.205,0.795,0.0,-0.2023,Negative
CSE351,Function-based fresh-thinking collaboration,Lecture,In-Person,71.0,5.0,I4293,No,Computer Science,S91028,Senior,Part-time,3.45,C,Instructor was knowledgeable but not very approachable. Too theoretical.,2024-12-23,3.0,4.0,3.0,instructor was knowledgeable but not very approachable too theoretical,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'too', 'theoretical']","['instructor', 'knowledgeable', 'approachable', 'theoretical']","['instructor', 'knowledgeable', 'approachable', 'theoretical']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE458,Down-sized bandwidth-monitored Local Area Network,Lab,Online,88.0,2.0,I9576,No,Psychology,S44449,Senior,Part-time,3.44,A,The professor was very engaging and the course material was clear. Great insights!,2024-12-13,3.0,3.0,2.0,the professor was very engaging and the course material was clear great insights,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear', 'great', 'insights']","['professor', 'engaging', 'course', 'material', 'clear', 'great', 'insights']","['professor', 'engage', 'course', 'material', 'clear', 'great', 'insight']","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.8653}",0.0,0.508,0.492,0.8653,Positive
CSE322,Multi-tiered client-driven neural-net,Seminar,Hybrid,78.0,3.0,I9169,No,History,S12047,Sophomore,Part-time,3.25,F,"Class discussions were lively, but the readings were excessive.",2025-02-04,1.0,5.0,3.0,class discussions were lively but the readings were excessive,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive']","['class', 'discussions', 'lively', 'readings', 'excessive']","['class', 'discussion', 'lively', 'reading', 'excessive']","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.2382}",0.0,0.804,0.196,0.2382,Positive
CSE398,Multi-channeled demand-driven array,Lecture,Online,52.0,3.0,I1101,Yes,Computer Science,S65609,Senior,Part-time,3.25,B,"The class was okay. Some parts were good, others not so much. Great insights!",2025-03-20,1.0,2.0,3.0,the class was okay some parts were good others not so much great insights,"['the', 'class', 'was', 'okay', 'some', 'parts', 'were', 'good', 'others', 'not', 'so', 'much', 'great', 'insights']","['class', 'okay', 'parts', 'good', 'great', 'insights']","['class', 'okay', 'part', 'good', 'great', 'insight']","{'neg': 0.179, 'neu': 0.561, 'pos': 0.26, 'compound': 0.1511}",0.179,0.561,0.26,0.1511,Positive
CSE273,Secured client-driven array,Lab,Online,92.0,4.0,I5369,Yes,History,S40844,Sophomore,Full-time,2.35,F,Great experience! I learned a lot and felt supported. Needs improvement.,2025-01-06,4.0,4.0,2.0,great experience i learned a lot and felt supported needs improvement,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported', 'needs', 'improvement']","['great', 'experience', 'learned', 'lot', 'felt', 'supported', 'needs', 'improvement']","['great', 'experience', 'learn', 'lot', 'feel', 'support', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.382, 'pos': 0.618, 'compound': 0.8655}",0.0,0.382,0.618,0.8655,Positive
CSE320,Mandatory static software,Seminar,Hybrid,62.0,2.0,I2793,Yes,History,S62992,Sophomore,Part-time,3.94,F,Great experience! I learned a lot and felt supported. Very practical.,2024-11-28,1.0,3.0,4.0,great experience i learned a lot and felt supported very practical,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported', 'very', 'practical']","['great', 'experience', 'learned', 'lot', 'felt', 'supported', 'practical']","['great', 'experience', 'learn', 'lot', 'felt', 'support', 'practical']","{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.7712}",0.0,0.511,0.489,0.7712,Positive
CSE293,Team-oriented value-added benchmark,Seminar,In-Person,51.0,3.0,I1417,Yes,Biology,S36232,Sophomore,Full-time,2.53,B,The professor explained concepts clearly and was always available for help.,2024-10-03,1.0,4.0,1.0,the professor explained concepts clearly and was always available for help,"['the', 'professor', 'explained', 'concepts', 'clearly', 'and', 'was', 'always', 'available', 'for', 'help']","['professor', 'explained', 'concepts', 'clearly', 'available', 'help']","['professor', 'explain', 'concept', 'clearly', 'available', 'help']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.0,0.625,0.375,0.6597,Positive
CSE144,Open-architected mission-critical secured line,Seminar,In-Person,79.0,4.0,I3606,Yes,Mathematics,S20536,Senior,Full-time,3.91,C,I struggled with the pace and the material was un.clear Needs improvement.,2025-01-23,2.0,3.0,1.0,i struggled with the pace and the material was unclear needs improvement,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear', 'needs', 'improvement']","['struggled', 'pace', 'material', 'unclear', 'needs', 'improvement']","['struggle', 'pace', 'material', 'unclear', 'need', 'improvement']","{'neg': 0.167, 'neu': 0.625, 'pos': 0.208, 'compound': 0.1531}",0.167,0.625,0.208,0.1531,Positive
CSE377,Re-engineered next generation help-desk,Lecture,Online,90.0,5.0,I1211,Yes,Biology,S24382,Senior,Full-time,3.21,B,The course was disorganized and the professor was unhelpful. Needs improvement.,2024-12-21,2.0,5.0,1.0,the course was disorganized and the professor was unhelpful needs improvement,"['the', 'course', 'was', 'disorganized', 'and', 'the', 'professor', 'was', 'unhelpful', 'needs', 'improvement']","['course', 'disorganized', 'professor', 'unhelpful', 'needs', 'improvement']","['course', 'disorganized', 'professor', 'unhelpful', 'need', 'improvement']","{'neg': 0.155, 'neu': 0.634, 'pos': 0.211, 'compound': 0.2023}",0.155,0.634,0.211,0.2023,Positive
CSE257,Multi-tiered national initiative,Lecture,In-Person,93.0,3.0,I2363,No,Computer Science,S87039,Sophomore,Part-time,3.96,D,Great experience! I learned a lot and fetl supported.,2024-10-02,1.0,2.0,2.0,great experience i learned a lot and fetl supported,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'fetl', 'supported']","['great', 'experience', 'learned', 'lot', 'fetl', 'supported']","['great', 'experience', 'learn', 'lot', 'fetl', 'support']","{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.7712}",0.0,0.428,0.572,0.7712,Positive
CSE496,Optimized explicit ability,Lecture,In-Person,87.0,2.0,I6689,No,Computer Science,S83302,Junior,Full-time,2.15,F,There were highs and lows throughout the semester. Not bad.,2024-11-02,3.0,1.0,1.0,there were highs and lows throughout the semester not bad,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester', 'not', 'bad']","['highs', 'lows', 'semester', 'bad']","['highs', 'lows', 'semester', 'bad']","{'neg': 0.142, 'neu': 0.632, 'pos': 0.225, 'compound': 0.2617}",0.142,0.632,0.225,0.2617,Positive
CSE413,Optional dynamic adapter,Seminar,In-Person,28.0,4.0,I5052,Yes,Mathematics,S96448,Senior,Full-time,3.92,A,"The lectures were engaging, and I appreciated the real-world examples.",2024-11-19,2.0,5.0,5.0,the lectures were engaging and i appreciated the realworld examples,"['the', 'lectures', 'were', 'engaging', 'and', 'i', 'appreciated', 'the', 'realworld', 'examples']","['lectures', 'engaging', 'appreciated', 'realworld', 'examples']","['lecture', 'engage', 'appreciated', 'realworld', 'example']","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.0,0.551,0.449,0.6908,Positive
CSE456,Sharable intermediate toolset,Lecture,Online,42.0,3.0,I4169,Yes,Biology,S17085,Junior,Part-time,2.44,D,The professor was very engaging and the course material was clear.,2024-10-25,3.0,3.0,1.0,the professor was very engaging and the course material was clear,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear']","['professor', 'engaging', 'course', 'material', 'clear']","['professor', 'engage', 'course', 'material', 'clear']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6478}",0.0,0.63,0.37,0.6478,Positive
CSE416,Fully-configurable background Graphical User Interface,Lab,Online,98.0,5.0,I6305,Yes,Biology,S84888,Sophomore,Full-time,2.61,F,The professor was very engaging and the course material was clear.,2024-12-22,1.0,1.0,4.0,the professor was very engaging and the course material was clear,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear']","['professor', 'engaging', 'course', 'material', 'clear']","['professor', 'engage', 'course', 'material', 'clear']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6478}",0.0,0.63,0.37,0.6478,Positive
CSE373,Universal regional Graphical User Interface,Lecture,Hybrid,58.0,2.0,I6782,Yes,History,S10987,Junior,Full-time,3.2,B,"The lectures were engaging, and I appreciated the real-world examples.",2025-01-29,4.0,3.0,5.0,the lectures were engaging and i appreciated the realworld examples,"['the', 'lectures', 'were', 'engaging', 'and', 'i', 'appreciated', 'the', 'realworld', 'examples']","['lectures', 'engaging', 'appreciated', 'realworld', 'examples']","['lecture', 'engage', 'appreciated', 'realworld', 'example']","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.0,0.551,0.449,0.6908,Positive
CSE189,Reactive asymmetric analyzer,Lecture,Online,56.0,5.0,I5207,Yes,History,S67326,Junior,Part-time,2.03,D,"I really enjoyed this class. It was well-organized and informative. Overall, decent.",2025-03-04,5.0,1.0,5.0,i really enjoyed this class it was wellorganized and informative overall decent,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative', 'overall', 'decent']","['enjoyed', 'class', 'wellorganized', 'informative', 'overall', 'decent']","['enjoy', 'class', 'wellorganize', 'informative', 'overall', 'decent']","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5563}",0.0,0.736,0.264,0.5563,Positive
CSE423,Object-based motivating array,Lab,Online,21.0,4.0,I9409,No,Mathematics,S82033,Freshman,Full-time,2.69,D,Very interactive and inclusive class environment. Satisfactory.,2024-10-05,2.0,4.0,2.0,very interactive and inclusive class environment satisfactory,"['very', 'interactive', 'and', 'inclusive', 'class', 'environment', 'satisfactory']","['interactive', 'inclusive', 'class', 'environment', 'satisfactory']","['interactive', 'inclusive', 'class', 'environment', 'satisfactory']","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.706,0.294,0.3612,Positive
CSE296,Seamless high-level benchmark,Lecture,Online,82.0,5.0,I7503,No,Psychology,S75236,Freshman,Full-time,2.09,D,I really enjoyed this class. It was well-organized and informative. Too theoretical.,2024-11-20,5.0,1.0,1.0,i really enjoyed this class it was wellorganized and informative too theoretical,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative', 'too', 'theoretical']","['enjoyed', 'class', 'wellorganized', 'informative', 'theoretical']","['enjoy', 'class', 'wellorganize', 'informative', 'theoretical']","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5563}",0.0,0.736,0.264,0.5563,Positive
CSE113,Ergonomic bifurcated frame,Seminar,In-Person,37.0,4.0,I5963,Yes,Mathematics,S53268,Senior,Part-time,2.17,F,"Poor structure and lack of feedback made this class difficult. Overall, decent.",2024-12-22,4.0,1.0,1.0,poor structure and lack of feedback made this class difficult overall decent,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult', 'overall', 'decent']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'overall', 'decent']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'overall', 'decent']","{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.7845}",0.467,0.533,0.0,-0.7845,Negative
